Week.Ending.Date,Area,Metric,age_0_17,age_18_19,age_18_49,age_20_29,age_30_39,age_40_49,age_50_59,age_50_64,age_60_69,age_65plus,age_70_79,age_80plus,age_unknown
2020-05-30,Region 3,Case Count,17,11,196,55,65,65,90,121,70,165,47,48,0
2020-05-30,Region 3,Deaths,0,0,0,0,0,0,<5,6,<5,26,8,14,0
2020-05-30,Region 3,Hospitalization,<5,0,8,<5,<5,<5,7,11,9,42,16,17,0
2020-05-30,Region 5,Case Count,23,13,259,89,71,86,77,116,68,187,46,73,0
2020-05-30,Region 5,Deaths,0,0,0,0,0,0,<5,<5,<5,34,8,22,0
2020-05-30,Region 5,Hospitalization,<5,<5,7,<5,<5,<5,<5,6,6,24,7,11,0
2020-05-30,Region 6,Case Count,62,27,640,214,220,179,186,297,176,378,88,114,0
2020-05-30,Region 6,Deaths,0,0,<5,0,0,<5,<5,7,7,51,7,37,0
2020-05-30,Region 6,Hospitalization,<5,0,8,<5,<5,<5,6,10,12,31,8,11,0
2020-05-30,Region 7,Case Count,<5,0,39,13,12,14,19,23,8,15,<5,6,0
2020-05-30,Region 7,Deaths,0,0,0,0,0,0,0,0,0,<5,0,<5,0
2020-05-30,Region 7,Hospitalization,0,0,0,0,0,0,0,0,<5,<5,0,<5,0
2020-05-30,Region 8,Case Count,0,0,32,9,13,10,12,16,10,16,<5,<5,0
2020-05-30,Region 8,Deaths,0,0,0,0,0,0,0,0,0,<5,<5,<5,0
2020-05-30,Region 8,Hospitalization,0,0,0,0,0,0,0,<5,<5,<5,0,0,0
2020-06-06,Region 1,Case Count,21,14,297,92,85,106,111,165,81,162,46,35,0
2020-06-06,Region 1,Deaths,0,<5,<5,0,0,<5,0,0,<5,15,6,7,0
2020-06-06,Region 1,Hospitalization,0,<5,8,<5,<5,<5,6,11,5,17,5,7,0
2020-06-06,Region 2N,Case Count,30,14,624,209,196,205,229,347,200,418,117,101,0
2020-06-06,Region 2N,Deaths,0,0,0,0,0,0,<5,6,5,39,11,23,0
2020-06-06,Region 2N,Hospitalization,0,0,<5,<5,0,0,9,11,<5,30,10,17,0
2020-06-06,Region 2S,Case Count,52,23,674,213,226,212,216,305,183,400,126,91,0
2020-06-06,Region 2S,Deaths,0,0,<5,0,<5,<5,5,10,10,52,17,25,0
2020-06-06,Region 2S,Hospitalization,<5,0,17,6,7,<5,8,15,13,33,10,10,0
2020-06-06,Region 3,Case Count,9,11,231,67,71,82,96,137,77,191,55,59,0
2020-06-06,Region 3,Deaths,0,0,<5,0,<5,<5,0,<5,6,29,9,14,0
2020-06-06,Region 3,Hospitalization,0,0,5,<5,<5,<5,<5,9,14,43,13,16,0
2020-06-06,Region 5,Case Count,33,9,281,94,99,79,98,134,65,146,52,29,0
2020-06-06,Region 5,Deaths,0,0,0,0,0,0,<5,<5,<5,13,6,6,0
2020-06-06,Region 5,Hospitalization,0,0,5,<5,<5,0,5,5,<5,12,<5,<5,0
2020-06-06,Region 6,Case Count,49,18,579,223,171,167,160,268,176,358,95,87,0
2020-06-06,Region 6,Deaths,0,0,<5,0,<5,0,<5,5,8,34,7,19,0
2020-06-06,Region 6,Hospitalization,0,0,6,0,<5,<5,5,13,14,26,8,<5,0
2020-06-06,Region 7,Case Count,<5,<5,35,9,10,14,21,30,20,51,16,15,0
2020-06-06,Region 7,Deaths,0,0,0,0,0,0,0,<5,<5,7,<5,<5,0
2020-06-06,Region 7,Hospitalization,0,0,0,0,0,0,<5,<5,<5,5,<5,<5,0
2020-06-06,Region 8,Case Count,0,<5,17,5,7,<5,5,9,6,19,6,7,0
2020-06-06,Region 8,Deaths,0,0,0,0,0,0,0,0,0,<5,0,<5,0
2020-06-06,Region 8,Hospitalization,0,0,0,0,0,0,0,0,<5,<5,0,<5,0
2020-06-13,Region 1,Case Count,20,14,251,73,91,73,87,142,85,210,68,57,0
2020-06-13,Region 1,Deaths,0,0,<5,0,<5,0,<5,<5,<5,16,5,9,0
2020-06-13,Region 1,Hospitalization,0,<5,10,<5,<5,5,7,9,<5,23,10,9,0
2020-06-13,Region 2N,Case Count,40,15,575,189,191,180,191,289,158,300,74,68,0
2020-06-13,Region 2N,Deaths,0,0,<5,0,0,<5,<5,<5,5,22,<5,13,0
2020-06-13,Region 2N,Hospitalization,<5,0,6,0,<5,<5,<5,<5,6,16,<5,7,0
2020-06-13,Region 2S,Case Count,57,35,713,252,227,199,208,293,148,323,105,70,0
2020-06-13,Region 2S,Deaths,0,0,<5,0,0,<5,<5,7,7,37,15,15,0
2020-06-13,Region 2S,Hospitalization,0,0,8,<5,5,<5,6,11,10,29,11,8,0
2020-06-13,Region 3,Case Count,11,9,231,79,75,68,79,119,63,152,52,37,0
2020-06-13,Region 3,Deaths,0,0,<5,0,0,<5,<5,5,5,23,9,9,0
2020-06-13,Region 3,Hospitalization,0,0,8,0,<5,5,10,14,9,28,12,7,0
2020-06-13,Region 5,Case Count,28,15,321,96,125,85,97,143,84,167,53,30,0
2020-06-13,Region 5,Deaths,0,0,0,0,0,0,<5,<5,<5,15,6,5,0
2020-06-13,Region 5,Hospitalization,0,0,6,0,0,6,<5,<5,5,16,6,5,0
2020-06-13,Region 6,Case Count,53,24,480,183,159,114,155,237,134,273,87,52,0
2020-06-13,Region 6,Deaths,0,0,<5,0,<5,<5,0,<5,5,28,10,13,0
2020-06-13,Region 6,Hospitalization,0,0,7,<5,<5,<5,6,11,6,20,6,8,0
2020-06-13,Region 7,Case Count,<5,<5,35,15,9,8,9,16,17,63,17,29,0
2020-06-13,Region 7,Deaths,0,0,0,0,0,0,0,<5,<5,14,<5,9,0
2020-06-13,Region 7,Hospitalization,0,0,0,0,0,0,0,<5,<5,12,<5,10,0
2020-06-13,Region 8,Case Count,0,<5,28,14,6,7,17,25,11,22,6,5,0
2020-06-13,Region 8,Deaths,0,0,0,0,0,0,0,0,<5,<5,<5,<5,0
2020-06-13,Region 8,Hospitalization,0,0,0,0,0,0,<5,<5,<5,<5,<5,<5,0
2020-06-20,Region 1,Case Count,16,23,312,156,75,58,92,138,65,182,72,45,0
2020-06-20,Region 1,Deaths,0,0,0,0,0,0,0,0,0,14,<5,12,0
2020-06-20,Region 1,Hospitalization,<5,0,<5,0,<5,<5,<5,9,9,26,9,8,0
2020-06-20,Region 2N,Case Count,56,22,633,229,207,175,204,287,136,302,90,76,0
2020-06-20,Region 2N,Deaths,0,0,0,0,0,0,<5,6,5,32,8,19,0
2020-06-20,Region 2N,Hospitalization,0,0,<5,0,<5,<5,<5,11,12,31,6,13,0
2020-06-20,Region 2S,Case Count,74,37,663,274,186,166,201,303,176,301,78,47,<5
2020-06-20,Region 2S,Deaths,0,0,<5,0,0,<5,<5,6,7,29,7,15,0
2020-06-20,Region 2S,Hospitalization,<5,<5,11,<5,<5,<5,<5,7,8,18,<5,6,0
2020-06-20,Region 3,Case Count,22,14,306,109,98,85,93,133,78,225,84,63,0
2020-06-20,Region 3,Deaths,0,0,<5,0,0,<5,5,6,5,29,9,15,0
2020-06-20,Region 3,Hospitalization,0,<5,10,0,5,<5,8,13,11,44,16,17,0
2020-06-20,Region 5,Case Count,17,9,305,115,100,81,96,141,80,178,61,37,0
2020-06-20,Region 5,Deaths,0,0,0,0,0,0,<5,<5,<5,17,7,8,0
2020-06-20,Region 5,Hospitalization,0,0,<5,0,<5,<5,<5,<5,5,19,6,8,0
2020-06-20,Region 6,Case Count,76,27,598,217,203,151,176,258,135,289,89,65,0
2020-06-20,Region 6,Deaths,0,0,<5,0,0,<5,<5,<5,<5,25,10,13,0
2020-06-20,Region 6,Hospitalization,0,0,7,<5,<5,<5,<5,8,6,21,10,5,0
2020-06-20,Region 7,Case Count,<5,<5,67,25,24,17,26,44,31,85,27,27,0
2020-06-20,Region 7,Deaths,0,0,0,0,0,0,0,0,0,11,<5,9,0
2020-06-20,Region 7,Hospitalization,0,0,<5,<5,0,<5,<5,<5,<5,6,<5,<5,0
2020-06-20,Region 8,Case Count,<5,0,24,6,8,10,15,23,13,28,7,8,0
2020-06-20,Region 8,Deaths,0,0,0,0,0,0,0,0,0,<5,<5,<5,0
2020-06-20,Region 8,Hospitalization,0,0,<5,<5,0,0,<5,<5,0,<5,<5,<5,0
2020-06-27,Region 1,Case Count,49,65,773,431,155,122,169,219,95,203,66,42,0
2020-06-27,Region 1,Deaths,0,0,0,0,0,0,5,5,<5,16,6,9,0
2020-06-27,Region 1,Hospitalization,0,0,11,<5,6,<5,6,11,11,30,14,5,0
2020-06-27,Region 2N,Case Count,87,54,1164,500,325,285,275,401,204,420,136,80,<5
2020-06-27,Region 2N,Deaths,0,0,<5,0,<5,<5,<5,<5,<5,30,16,12,0
2020-06-27,Region 2N,Hospitalization,<5,0,8,<5,6,<5,6,9,7,30,19,<5,0
2020-06-27,Region 2S,Case Count,92,72,1146,515,302,257,285,389,175,319,80,64,0
2020-06-27,Region 2S,Deaths,0,0,<5,<5,<5,0,<5,5,5,30,7,18,0
2020-06-27,Region 2S,Hospitalization,<5,0,21,10,8,<5,9,15,14,34,12,8,0
2020-06-27,Region 3,Case Count,30,21,432,157,132,122,147,200,93,283,85,105,0
2020-06-27,Region 3,Deaths,0,0,0,0,0,0,<5,<5,<5,51,14,33,0
2020-06-27,Region 3,Hospitalization,0,0,7,<5,<5,<5,5,7,7,39,14,18,0
2020-06-27,Region 5,Case Count,48,13,390,130,132,115,139,199,98,225,60,67,0
2020-06-27,Region 5,Deaths,0,0,<5,0,0,<5,<5,<5,<5,34,10,21,0
2020-06-27,Region 5,Hospitalization,0,0,5,<5,<5,0,<5,5,6,20,6,8,0
2020-06-27,Region 6,Case Count,85,50,1009,449,297,213,222,325,168,432,139,125,0
2020-06-27,Region 6,Deaths,0,0,<5,0,<5,<5,<5,6,9,46,13,24,0
2020-06-27,Region 6,Hospitalization,0,0,8,<5,<5,<5,<5,5,9,35,16,10,0
2020-06-27,Region 7,Case Count,5,<5,85,36,17,29,18,29,29,77,22,26,0
2020-06-27,Region 7,Deaths,0,0,0,0,0,0,<5,<5,<5,10,<5,6,0
2020-06-27,Region 7,Hospitalization,0,0,<5,<5,0,0,<5,<5,<5,6,<5,<5,0
2020-06-27,Region 8,Case Count,<5,<5,68,26,19,20,33,40,15,58,12,31,0
2020-06-27,Region 8,Deaths,0,0,0,0,0,0,0,0,<5,12,<5,10,0
2020-06-27,Region 8,Hospitalization,0,0,0,0,0,0,<5,<5,<5,9,<5,<5,0
2020-07-04,Region 1,Case Count,59,60,709,317,172,160,161,218,102,200,57,41,0
2020-07-04,Region 1,Deaths,0,0,0,0,0,0,<5,<5,<5,9,<5,5,0
2020-07-04,Region 1,Hospitalization,0,<5,10,<5,<5,5,11,17,9,25,9,7,0
2020-07-04,Region 2N,Case Count,113,83,1234,533,335,283,322,413,161,331,102,68,0
2020-07-04,Region 2N,Deaths,0,0,<5,<5,0,0,<5,5,<5,23,9,10,0
2020-07-04,Region 2N,Hospitalization,<5,0,17,6,6,5,12,13,5,30,10,15,0
2020-07-04,Region 2S,Case Count,110,70,1237,522,376,269,268,349,147,292,96,49,0
2020-07-04,Region 2S,Deaths,0,0,<5,<5,0,<5,8,11,8,28,12,8,0
2020-07-04,Region 2S,Hospitalization,<5,<5,31,8,9,12,16,21,9,28,11,8,0
2020-07-04,Region 3,Case Count,36,29,565,213,174,149,142,210,109,227,67,51,0
2020-07-04,Region 3,Deaths,0,0,0,0,0,0,<5,<5,6,35,11,18,0
2020-07-04,Region 3,Hospitalization,0,0,12,<5,<5,5,9,13,11,34,12,11,0
2020-07-04,Region 5,Case Count,50,28,491,185,144,134,105,172,98,191,55,38,0
2020-07-04,Region 5,Deaths,0,0,<5,0,<5,0,<5,<5,<5,17,5,10,0
2020-07-04,Region 5,Hospitalization,<5,<5,9,<5,<5,<5,<5,7,9,23,5,9,0
2020-07-04,Region 6,Case Count,119,77,1433,712,378,266,283,402,187,381,110,84,0
2020-07-04,Region 6,Deaths,0,0,<5,0,<5,<5,<5,<5,<5,19,<5,14,0
2020-07-04,Region 6,Hospitalization,0,0,8,<5,<5,<5,5,9,8,26,7,11,0
2020-07-04,Region 7,Case Count,9,14,161,58,51,38,39,67,48,107,29,30,0
2020-07-04,Region 7,Deaths,0,0,0,0,0,0,0,0,0,<5,<5,<5,0
2020-07-04,Region 7,Hospitalization,0,0,<5,0,0,<5,<5,<5,<5,6,0,<5,0
2020-07-04,Region 8,Case Count,5,5,81,35,19,22,25,38,19,83,20,44,0
2020-07-04,Region 8,Deaths,0,0,0,0,0,0,0,0,0,11,<5,10,0
2020-07-04,Region 8,Hospitalization,0,0,<5,0,<5,<5,<5,<5,<5,<5,<5,<5,0
2020-07-11,Region 1,Case Count,66,49,638,260,166,163,151,225,124,234,68,42,0
2020-07-11,Region 1,Deaths,0,0,<5,0,<5,0,<5,<5,<5,16,6,6,0
2020-07-11,Region 1,Hospitalization,0,0,13,<5,<5,7,<5,8,7,23,8,8,0
2020-07-11,Region 2N,Case Count,183,108,1507,654,413,332,354,520,257,458,120,81,0
2020-07-11,Region 2N,Deaths,0,0,<5,0,<5,<5,0,0,<5,18,9,8,0
2020-07-11,Region 2N,Hospitalization,0,0,15,<5,7,5,8,13,10,33,15,8,0
2020-07-11,Region 2S,Case Count,164,118,1407,563,390,336,305,419,213,376,96,67,<5
2020-07-11,Region 2S,Deaths,0,0,<5,0,<5,0,<5,6,7,27,8,12,0
2020-07-11,Region 2S,Hospitalization,<5,0,15,<5,<5,9,11,20,17,41,11,13,0
2020-07-11,Region 3,Case Count,58,53,557,211,146,147,152,212,115,220,66,39,<5
2020-07-11,Region 3,Deaths,0,0,<5,0,0,<5,<5,<5,<5,21,6,11,0
2020-07-11,Region 3,Hospitalization,0,<5,9,<5,<5,<5,10,15,14,31,12,5,0
2020-07-11,Region 5,Case Count,84,37,549,215,163,134,145,210,109,247,85,53,<5
2020-07-11,Region 5,Deaths,0,0,<5,0,0,<5,<5,<5,5,31,13,13,0
2020-07-11,Region 5,Hospitalization,<5,0,8,<5,<5,6,<5,5,8,34,14,12,0
2020-07-11,Region 6,Case Count,189,123,1351,638,333,257,270,381,186,335,90,59,0
2020-07-11,Region 6,Deaths,0,0,0,0,0,0,<5,<5,5,16,5,6,0
2020-07-11,Region 6,Hospitalization,<5,0,7,<5,5,<5,<5,10,15,33,10,8,0
2020-07-11,Region 7,Case Count,12,12,124,51,25,36,49,64,28,47,13,6,0
2020-07-11,Region 7,Deaths,0,0,0,0,0,0,<5,<5,0,<5,<5,<5,0
2020-07-11,Region 7,Hospitalization,0,0,<5,0,0,<5,<5,<5,<5,8,<5,<5,0
2020-07-11,Region 8,Case Count,11,7,97,32,27,31,26,41,28,57,14,15,0
2020-07-11,Region 8,Deaths,0,0,0,0,0,0,0,0,0,6,<5,<5,0
2020-07-11,Region 8,Hospitalization,0,0,0,0,0,0,<5,<5,<5,7,<5,<5,0
2020-07-18,Region 1,Case Count,91,58,685,291,174,162,165,233,126,236,69,41,0
2020-07-18,Region 1,Deaths,0,0,0,0,0,0,6,9,5,17,5,7,0
2020-07-18,Region 1,Hospitalization,<5,0,16,<5,6,9,9,13,8,33,15,10,0
2020-07-18,Region 2N,Case Count,296,180,1714,656,455,423,434,602,295,520,135,90,0
2020-07-18,Region 2N,Deaths,0,0,<5,0,<5,0,<5,<5,8,29,9,12,0
2020-07-18,Region 2N,Hospitalization,<5,<5,10,<5,<5,<5,12,19,15,40,13,12,0
2020-07-18,Region 2S,Case Count,188,78,1409,541,428,362,352,476,214,409,109,86,<5
2020-07-18,Region 2S,Deaths,0,0,<5,0,<5,<5,7,12,13,39,8,18,0
2020-07-18,Region 2S,Hospitalization,<5,0,25,9,9,7,18,24,17,48,14,17,0
2020-07-18,Region 3,Case Count,86,55,699,266,198,180,175,258,153,261,77,31,0
2020-07-18,Region 3,Deaths,0,0,0,0,0,0,<5,<5,9,25,11,5,0
2020-07-18,Region 3,Hospitalization,0,0,10,<5,<5,<5,5,12,21,52,23,8,0
2020-07-18,Region 5,Case Count,66,35,574,233,171,135,148,197,89,189,61,39,<5
2020-07-18,Region 5,Deaths,0,0,0,0,0,0,0,<5,<5,16,6,7,0
2020-07-18,Region 5,Hospitalization,<5,0,<5,<5,0,<5,<5,6,7,16,6,<5,0
2020-07-18,Region 6,Case Count,206,95,1233,491,379,268,254,365,180,359,95,84,0
2020-07-18,Region 6,Deaths,0,0,<5,0,0,<5,<5,<5,<5,26,6,17,0
2020-07-18,Region 6,Hospitalization,<5,<5,14,<5,<5,8,6,12,6,30,10,14,0
2020-07-18,Region 7,Case Count,12,9,150,49,52,40,42,64,32,56,16,8,0
2020-07-18,Region 7,Deaths,0,0,0,0,0,0,0,0,<5,<5,0,<5,0
2020-07-18,Region 7,Hospitalization,<5,0,0,0,0,0,0,0,<5,<5,<5,<5,0
2020-07-18,Region 8,Case Count,9,7,105,46,25,27,19,32,23,48,12,13,<5
2020-07-18,Region 8,Deaths,0,0,0,0,0,0,0,<5,<5,5,<5,<5,0
2020-07-18,Region 8,Hospitalization,0,0,<5,<5,0,<5,<5,<5,0,<5,<5,<5,0
2020-07-25,Region 1,Case Count,91,60,608,216,183,149,175,238,115,228,76,37,0
2020-07-25,Region 1,Deaths,0,0,0,0,0,0,0,0,0,12,5,7,0
2020-07-25,Region 1,Hospitalization,0,<5,7,<5,<5,0,10,16,10,31,12,9,0
2020-07-25,Region 2N,Case Count,327,196,1740,598,493,453,441,606,260,490,145,85,<5
2020-07-25,Region 2N,Deaths,0,0,<5,<5,0,0,5,6,5,34,15,14,0
2020-07-25,Region 2N,Hospitalization,<5,<5,17,<5,8,<5,14,16,7,44,16,21,0
2020-07-25,Region 2S,Case Count,173,96,1326,535,389,306,282,403,208,394,124,62,<5
2020-07-25,Region 2S,Deaths,0,<5,<5,0,0,<5,6,11,7,32,16,9,0
2020-07-25,Region 2S,Hospitalization,<5,<5,32,13,<5,14,19,25,14,42,15,13,0
2020-07-25,Region 3,Case Count,94,47,574,213,178,136,165,227,117,237,70,50,0
2020-07-25,Region 3,Deaths,0,0,<5,0,<5,0,<5,<5,5,23,7,11,0
2020-07-25,Region 3,Hospitalization,0,0,16,<5,7,6,9,16,13,37,11,13,0
2020-07-25,Region 5,Case Count,79,30,476,178,144,124,131,180,92,190,57,41,<5
2020-07-25,Region 5,Deaths,0,0,<5,0,0,<5,<5,<5,<5,15,<5,7,0
2020-07-25,Region 5,Hospitalization,<5,0,8,<5,<5,<5,5,10,9,24,7,8,0
2020-07-25,Region 6,Case Count,144,89,1016,425,308,194,237,316,132,285,89,64,0
2020-07-25,Region 6,Deaths,0,0,<5,0,<5,0,<5,<5,<5,20,<5,14,0
2020-07-25,Region 6,Hospitalization,<5,<5,8,<5,<5,<5,5,7,5,21,6,10,0
2020-07-25,Region 7,Case Count,10,5,62,28,19,10,32,52,38,92,33,21,0
2020-07-25,Region 7,Deaths,0,0,0,0,0,0,<5,<5,<5,9,<5,<5,0
2020-07-25,Region 7,Hospitalization,0,0,0,0,0,0,0,<5,5,12,6,<5,0
2020-07-25,Region 8,Case Count,8,6,99,42,31,20,33,41,19,47,14,14,0
2020-07-25,Region 8,Deaths,0,0,0,0,0,0,<5,<5,0,<5,0,<5,0
2020-07-25,Region 8,Hospitalization,0,0,<5,0,0,<5,<5,<5,0,<5,0,<5,0
2020-08-01,Region 1,Case Count,114,72,537,212,130,123,157,203,82,171,53,36,0
2020-08-01,Region 1,Deaths,0,0,<5,0,0,<5,<5,<5,<5,16,6,7,0
2020-08-01,Region 1,Hospitalization,<5,0,5,<5,<5,<5,11,17,8,26,8,10,0
2020-08-01,Region 2N,Case Count,324,183,1738,642,474,439,450,634,314,551,146,91,0
2020-08-01,Region 2N,Deaths,0,0,<5,0,0,<5,<5,<5,<5,33,14,15,0
2020-08-01,Region 2N,Hospitalization,<5,0,18,0,6,12,10,18,21,61,20,20,0
2020-08-01,Region 2S,Case Count,202,128,1365,507,396,334,332,456,227,393,114,52,<5
2020-08-01,Region 2S,Deaths,0,0,0,0,0,0,<5,11,15,31,6,10,0
2020-08-01,Region 2S,Hospitalization,<5,<5,26,8,11,6,9,15,17,37,14,6,0
2020-08-01,Region 3,Case Count,87,47,493,154,153,139,119,174,102,189,53,34,0
2020-08-01,Region 3,Deaths,0,0,<5,0,0,<5,<5,<5,<5,15,6,7,0
2020-08-01,Region 3,Hospitalization,0,0,11,0,<5,7,<5,13,15,33,11,7,0
2020-08-01,Region 5,Case Count,52,25,489,196,129,139,122,170,87,162,42,33,<5
2020-08-01,Region 5,Deaths,0,0,0,0,0,0,<5,<5,7,19,<5,11,0
2020-08-01,Region 5,Hospitalization,0,<5,7,<5,<5,<5,5,7,<5,14,5,5,0
2020-08-01,Region 6,Case Count,170,89,954,365,280,220,194,269,129,258,68,61,0
2020-08-01,Region 6,Deaths,0,0,0,0,0,0,0,0,<5,20,7,11,0
2020-08-01,Region 6,Hospitalization,<5,<5,7,0,<5,<5,<5,<5,7,20,6,7,0
2020-08-01,Region 7,Case Count,10,5,95,37,34,19,27,42,23,50,13,14,0
2020-08-01,Region 7,Deaths,0,0,0,0,0,0,<5,<5,<5,9,<5,6,0
2020-08-01,Region 7,Hospitalization,0,0,<5,0,0,<5,<5,<5,<5,5,<5,<5,0
2020-08-01,Region 8,Case Count,13,7,110,48,29,26,26,40,24,52,17,11,0
2020-08-01,Region 8,Deaths,0,0,0,0,0,0,0,0,0,<5,<5,<5,0
2020-08-01,Region 8,Hospitalization,0,0,0,0,0,0,<5,<5,<5,6,<5,<5,0
2020-08-08,Region 1,Case Count,73,66,561,222,139,134,150,216,110,194,48,36,0
2020-08-08,Region 1,Deaths,0,0,<5,0,<5,<5,<5,<5,<5,18,6,8,0
2020-08-08,Region 1,Hospitalization,<5,0,6,<5,<5,<5,10,14,10,26,11,5,0
2020-08-08,Region 2N,Case Count,339,189,1749,602,498,460,475,663,322,556,158,76,0
2020-08-08,Region 2N,Deaths,0,0,<5,0,<5,<5,<5,8,11,32,14,7,0
2020-08-08,Region 2N,Hospitalization,0,<5,25,<5,12,8,18,22,17,50,22,11,0
2020-08-08,Region 2S,Case Count,249,89,1362,537,397,339,324,466,223,418,123,72,8
2020-08-08,Region 2S,Deaths,0,0,<5,0,0,<5,5,6,6,32,12,14,0
2020-08-08,Region 2S,Hospitalization,<5,<5,32,6,12,12,10,14,11,44,18,15,0
2020-08-08,Region 3,Case Count,67,23,469,187,157,102,133,176,90,194,56,48,<5
2020-08-08,Region 3,Deaths,0,0,0,0,0,0,0,<5,6,24,<5,14,0
2020-08-08,Region 3,Hospitalization,0,0,<5,0,<5,<5,<5,11,17,43,11,15,0
2020-08-08,Region 5,Case Count,79,38,491,186,128,139,116,180,100,187,58,29,<5
2020-08-08,Region 5,Deaths,0,0,<5,0,0,<5,0,<5,<5,10,<5,6,0
2020-08-08,Region 5,Hospitalization,0,<5,6,<5,<5,<5,5,10,7,13,<5,<5,0
2020-08-08,Region 6,Case Count,124,64,838,346,218,210,208,295,149,281,79,53,0
2020-08-08,Region 6,Deaths,0,0,0,0,0,0,<5,<5,5,23,7,11,0
2020-08-08,Region 6,Hospitalization,<5,<5,10,<5,<5,5,6,6,<5,28,13,13,0
2020-08-08,Region 7,Case Count,8,5,98,46,27,20,26,39,26,50,16,8,0
2020-08-08,Region 7,Deaths,0,0,0,0,0,0,0,0,0,<5,0,<5,0
2020-08-08,Region 7,Hospitalization,0,0,0,0,0,0,0,<5,<5,6,<5,<5,0
2020-08-08,Region 8,Case Count,12,25,192,92,39,36,33,42,21,43,14,8,<5
2020-08-08,Region 8,Deaths,0,0,0,0,0,0,0,<5,<5,<5,0,0,0
2020-08-08,Region 8,Hospitalization,0,0,<5,<5,0,0,0,<5,<5,5,<5,<5,0
2020-08-15,Region 1,Case Count,88,102,536,184,122,128,130,179,90,171,48,33,0
2020-08-15,Region 1,Deaths,0,0,0,0,0,0,0,<5,5,16,6,5,0
2020-08-15,Region 1,Hospitalization,<5,<5,9,<5,<5,<5,<5,<5,10,26,12,<5,0
2020-08-15,Region 2N,Case Count,314,207,1755,643,479,426,483,649,297,566,167,102,<5
2020-08-15,Region 2N,Deaths,0,0,<5,0,<5,<5,<5,7,8,39,10,21,0
2020-08-15,Region 2N,Hospitalization,<5,<5,19,<5,7,7,13,23,22,56,16,18,0
2020-08-15,Region 2S,Case Count,243,131,1311,502,380,298,286,415,223,412,121,68,7
2020-08-15,Region 2S,Deaths,0,0,5,<5,<5,<5,7,11,8,35,17,10,0
2020-08-15,Region 2S,Hospitalization,<5,<5,32,9,9,12,13,22,21,52,20,11,0
2020-08-15,Region 3,Case Count,61,40,516,196,146,134,116,168,92,202,64,46,0
2020-08-15,Region 3,Deaths,0,0,<5,0,<5,<5,<5,<5,<5,19,5,13,0
2020-08-15,Region 3,Hospitalization,0,<5,12,<5,<5,7,5,7,5,34,14,15,0
2020-08-15,Region 5,Case Count,55,64,609,215,190,140,140,200,94,167,44,29,0
2020-08-15,Region 5,Deaths,0,0,<5,0,0,<5,0,<5,<5,13,<5,8,0
2020-08-15,Region 5,Hospitalization,0,<5,6,<5,<5,<5,5,5,<5,18,8,8,0
2020-08-15,Region 6,Case Count,123,83,900,393,235,189,207,282,140,279,91,48,0
2020-08-15,Region 6,Deaths,0,0,0,0,0,0,<5,<5,<5,20,<5,17,0
2020-08-15,Region 6,Hospitalization,<5,0,6,<5,<5,<5,7,9,6,19,5,8,0
2020-08-15,Region 7,Case Count,15,18,145,57,34,36,43,56,26,47,11,10,0
2020-08-15,Region 7,Deaths,0,0,0,0,0,0,0,0,0,<5,0,<5,0
2020-08-15,Region 7,Hospitalization,<5,0,0,0,0,0,<5,<5,<5,6,<5,<5,0
2020-08-15,Region 8,Case Count,15,35,156,63,30,28,21,32,21,49,14,14,0
2020-08-15,Region 8,Deaths,0,0,0,0,0,0,0,0,0,5,<5,<5,0
2020-08-15,Region 8,Hospitalization,0,0,<5,0,0,<5,0,0,0,6,<5,<5,0
2020-08-22,Region 1,Case Count,73,89,587,250,133,115,132,185,78,162,67,17,<5
2020-08-22,Region 1,Deaths,0,0,0,0,0,0,<5,<5,<5,14,6,5,0
2020-08-22,Region 1,Hospitalization,0,0,9,<5,<5,<5,7,10,8,21,10,<5,0
2020-08-22,Region 2N,Case Count,262,176,1536,592,383,385,390,547,256,514,163,95,6
2020-08-22,Region 2N,Deaths,0,0,<5,0,<5,0,<5,8,11,43,14,18,0
2020-08-22,Region 2N,Hospitalization,0,<5,10,0,5,<5,11,19,19,75,27,29,0
2020-08-22,Region 2S,Case Count,226,149,1362,507,376,330,304,425,220,380,108,52,17
2020-08-22,Region 2S,Deaths,0,0,<5,0,<5,<5,5,10,10,38,17,11,0
2020-08-22,Region 2S,Hospitalization,<5,<5,31,12,10,8,16,24,15,39,16,8,0
2020-08-22,Region 3,Case Count,51,55,433,179,99,100,101,156,93,182,54,35,<5
2020-08-22,Region 3,Deaths,0,0,0,0,0,0,<5,<5,6,16,5,5,0
2020-08-22,Region 3,Hospitalization,0,<5,6,<5,<5,<5,9,14,16,46,19,11,0
2020-08-22,Region 5,Case Count,41,45,534,221,134,134,103,148,74,140,38,28,<5
2020-08-22,Region 5,Deaths,0,0,0,0,0,0,<5,<5,<5,9,<5,7,0
2020-08-22,Region 5,Hospitalization,0,0,5,<5,<5,<5,7,14,8,19,<5,7,0
2020-08-22,Region 6,Case Count,123,92,958,452,239,175,191,269,135,251,76,40,0
2020-08-22,Region 6,Deaths,0,0,<5,0,<5,0,<5,6,<5,22,12,8,0
2020-08-22,Region 6,Hospitalization,<5,0,5,<5,<5,<5,5,9,6,18,10,<5,0
2020-08-22,Region 7,Case Count,10,18,151,65,39,29,49,61,22,73,36,15,0
